,0,1
0,-0.010016600326707703,-0.020708542318971013
1,-0.00211658079206245,0.008607625211880077
2,-0.0017461996467318386,0.027344041285687126
3,-0.002781372342724353,0.01163511317645316
4,-0.002325022105651442,-0.018808124568749918
5,-0.0027136812605021987,-0.004566933668684214
6,0.003332109747134382,-0.014066598374483874
7,0.0016862616903381422,0.019456998015812133
8,0.001996412785956636,0.01648528982332209
9,-0.0024114523221214768,-0.0038179490948095918
10,-0.0016991096053970978,-0.03380313241359545
11,-0.0050555753732624,-0.033573752520169364
12,-0.006233076714124763,-0.009738009219290689
13,-0.003975733798142755,-0.012015251890261425
14,-0.003665199106762884,-0.014638657303294167
15,0.005198571856453782,0.048581654835288646
16,0.0023814166852389462,-0.0031875763452262618
17,0.007675236844079336,0.017930318044818705
18,0.005987421831378015,0.021208660411502933
19,0.011938093142816797,0.03427107296374743
20,0.015020370225101942,0.06574406660365639
21,0.015848475261009298,0.05427393888385268
22,0.016704620815289672,0.04359536232368555
23,0.012381680229736958,0.03448336532164831
24,0.01716575385944452,0.04256594651815249
25,0.01487597812229069,0.04080060582055012
26,0.009755474122357555,0.018695275106438203
27,-0.005103313578729285,-0.04205286697470001
28,-0.015494612882321235,-0.07993518539296929
29,-0.013475379360897932,-0.08502652529568877
30,-0.014276369598519523,-0.07168798971542856
31,-0.016771842925663805,-0.04437193612830015
32,-0.011010350350261433,-0.07184370547474828
33,-0.006548494417074835,-0.026963444011926185
34,-0.003236071268474916,-0.030446783781371778
35,0.00041232646253774874,-0.013009273359784856
36,-0.004858974905801006,-0.0034681495271797758
37,-0.006215035915374756,-0.012556186156871263
38,-0.008840032929583685,-0.035176795441657305
39,-0.002941443133749999,-0.0006605217567994259
40,-0.001115752944315318,0.019246913983806735
41,0.004300395848986227,0.04911598172839149
42,0.0018793601666402537,0.01394024621185963
43,0.0048195071176451165,0.03505725292416173
44,-0.0002864748676074669,0.025870308545563603
45,-0.006150466248072917,-0.015146047553571407
46,-0.0067173786301282234,-0.04152279197660391
47,-0.009177707222988829,-0.03772779562859796
48,-0.011124791999463923,-0.042812337043869775
49,-0.004158802519668825,-0.01709325904812431
50,-0.004948664573021233,0.006029556374414824
51,-0.004458601382793859,-0.016559188552491833
52,-0.007957108035043348,-0.017690018899884308
53,-0.0014701048967253882,0.020854219059401657
54,0.0009362644341308624,0.014321448008558946
55,-0.0005283883438096382,0.009229818835592596
56,-0.0005557650947594084,0.03265851761898375
57,-0.001231956557603553,0.007973667154146824
58,0.001441952848836081,0.015717625105025945
59,0.00785155583434971,0.029407473688479513
60,0.00781132758493186,0.040798111560434336
61,0.0069124134206504095,0.026787809780216776
62,0.011087913771916647,0.04031721242063213
63,0.018682370260648895,0.05432991382986074
64,0.013903514154662844,0.03593790498780436
65,0.023815369095245842,0.08317013148916885
66,0.016963480124104535,0.06400979493992054
67,0.015301216335501522,0.05748799847060582
68,0.004695438754424686,0.0033256274764426053
69,0.0037213707910268568,-0.002472108280926477
70,-0.007312677102163434,-0.031261268646630924
71,-0.011465364012110513,-0.08885677506259526
72,-0.010079775227495702,-0.06664315427042311
73,-0.010780715187138412,-0.057391832015127875
74,-0.013592819177574711,-0.06618358591003926
75,-0.019149464074871503,-0.07441896319141961
76,-0.020893376706226263,-0.07468404723113053
77,-0.01893304277473362,-0.0759997777386161
78,-0.009358575072837994,-0.048578386500594206
79,-0.004840164248889778,-0.02384944909135811
80,-0.006051885211491026,-0.030139886745018885
81,-0.005154450314876158,0.0010709431662689894
82,-0.0025439329983782955,0.009026637475471944
83,0.001008713439659914,0.022957543926168
84,0.0056246318781632,0.044880007135361666
85,0.004272601185220992,0.026779518098919652
86,0.006154999944556039,0.0364563136427023
87,0.006173347228468629,0.06638194113475038
88,0.014254510275350185,0.0805572723656951
89,0.011748875258490443,0.07510160305537283
90,0.008669231578096515,0.07384701442788355
91,0.012874409578216728,0.05844002158846706
92,0.012001805240288377,0.05722260088077746
93,0.014951497527363244,0.07527362827386241
94,0.01792224738164805,0.0734628253558185
95,0.021326869646145497,0.07047868778317934
96,0.014901514521625359,0.054038354002841515
97,0.018552289337094408,0.04650434492214117
98,0.01144742709948332,0.037251799083605874
99,-0.012278115493245423,-0.05300429983617505
100,-0.025559076169884065,-0.16538996226518066
101,-0.028774744278052822,-0.2151733972314105
102,-0.02669854059786303,-0.20889432167678024
103,-0.017656946474744473,-0.11302919691297575
104,-0.014308555269963108,-0.0841994379661628
105,-0.0063784026497160085,-0.027712448754755314
106,-0.00043121958515257575,0.020421596822416177
107,0.0029531248692364898,0.021075456654216396
108,-0.001289936357352417,0.0053929320856695995
109,0.003612799999245908,0.04849404101332766
110,0.0013560254374169745,0.05460257627419196
111,0.010634691190716694,0.1315731009872252
